SourceFile,Artist,Performer,Album,Title,Date,Genre,TrackNumber,Tracktotal,Cddb,Comment,Duration,Composer
"./CD001 Johann Sebastian Bach - Bach Edition, I: Orchestral Works_Chamber Music (disc 1)/01 - Musica Amphion, Pieter-Jan Belder - Brandenburg Concerto no. 1 in F major, BWV 1046: I. Allegro.flac",Bach J.S.,"Musica Amphion, Pieter-Jan Belder",Brandenburg Concertos 1-3,"Brandenburg Concerto no. 1 in F major, BWV 1046: I. Allegro",2006,,1,,,,00:03:54,"Bach, Johann Sebastian (1685-1750)"
"./CD001 Johann Sebastian Bach - Bach Edition, I: Orchestral Works_Chamber Music (disc 1)/02 - Musica Amphion, Pieter-Jan Belder - Brandenburg Concerto no. 1 in F major, BWV 1046: II. Adagio.flac",Bach J.S.,"Musica Amphion, Pieter-Jan Belder",Brandenburg Concertos 1-3,"Brandenburg Concerto no. 1 in F major, BWV 1046: II. Adagio",2006,,2,,,,00:03:34,"Bach, Johann Sebastian (1685-1750)"
"./CD001 Johann Sebastian Bach - Bach Edition, I: Orchestral Works_Chamber Music (disc 1)/03 - Musica Amphion, Pieter-Jan Belder - Brandenburg Concerto no. 1 in F major, BWV 1046: III. Allegro.flac",Bach J.S.,"Musica Amphion, Pieter-Jan Belder",Brandenburg Concertos 1-3,"Brandenburg Concerto no. 1 in F major, BWV 1046: III. Allegro",2006,,3,,,,00:04:06,"Bach, Johann Sebastian (1685-1750)"
"./CD001 Johann Sebastian Bach - Bach Edition, I: Orchestral Works_Chamber Music (disc 1)/04 - Musica Amphion, Pieter-Jan Belder - Brandenburg Concerto no. 1 in F major, BWV 1046: IV. Menuetto.flac",Bach J.S.,"Musica Amphion, Pieter-Jan Belder",Brandenburg Concertos 1-3,"Brandenburg Concerto no. 1 in F major, BWV 1046: IV. Menuetto",2006,,4,,,,00:08:04,"Bach, Johann Sebastian (1685-1750)"
"./CD001 Johann Sebastian Bach - Bach Edition, I: Orchestral Works_Chamber Music (disc 1)/05 - Musica Amphion, Pieter-Jan Belder - Brandenburg Concerto no. 2 in F major, BWV 1047: I. Allegro.flac",Bach J.S.,"Musica Amphion, Pieter-Jan Belder",Brandenburg Concertos 1-3,"Brandenburg Concerto no. 2 in F major, BWV 1047: I. Allegro",2006,,5,,,,00:04:48,"Bach, Johann Sebastian (1685-1750)"
"./CD001 Johann Sebastian Bach - Bach Edition, I: Orchestral Works_Chamber Music (disc 1)/06 - Musica Amphion, Pieter-Jan Belder - Brandenburg Concerto no. 2 in F major, BWV 1047: II. Andante.flac",Bach J.S.,"Musica Amphion, Pieter-Jan Belder",Brandenburg Concertos 1-3,"Brandenburg Concerto no. 2 in F major, BWV 1047: II. Andante",2006,,6,,,,00:03:15,"Bach, Johann Sebastian (1685-1750)"
"./CD001 Johann Sebastian Bach - Bach Edition, I: Orchestral Works_Chamber Music (disc 1)/07 - Musica Amphion, Pieter-Jan Belder - Brandenburg Concerto no. 2 in F major, BWV 1047: III. Allegro assai.flac",Bach J.S.,"Musica Amphion, Pieter-Jan Belder",Brandenburg Concertos 1-3,"Brandenburg Concerto no. 2 in F major, BWV 1047: III. Allegro assai",2006,,7,,,,00:02:43,"Bach, Johann Sebastian (1685-1750)"
"./CD001 Johann Sebastian Bach - Bach Edition, I: Orchestral Works_Chamber Music (disc 1)/08 - Musica Amphion, Pieter-Jan Belder - Brandenburg Concerto no. 3 in G major, BWV 1048: I. Allegro.flac",Bach J.S.,"Musica Amphion, Pieter-Jan Belder",Brandenburg Concertos 1-3,"Brandenburg Concerto no. 3 in G major, BWV 1048: I. Allegro",2006,,8,,,,00:05:19,"Bach, Johann Sebastian (1685-1750)"
"./CD001 Johann Sebastian Bach - Bach Edition, I: Orchestral Works_Chamber Music (disc 1)/09 - Musica Amphion, Pieter-Jan Belder - Brandenburg Concerto no. 3 in G major, BWV 1048: II. Adagio.flac",Bach J.S.,"Musica Amphion, Pieter-Jan Belder",Brandenburg Concertos 1-3,"Brandenburg Concerto no. 3 in G major, BWV 1048: II. Adagio",2006,,9,,,,00:00:21,"Bach, Johann Sebastian (1685-1750)"
"./CD001 Johann Sebastian Bach - Bach Edition, I: Orchestral Works_Chamber Music (disc 1)/10 - Musica Amphion, Pieter-Jan Belder - Brandenburg Concerto no. 3 in G major, BWV 1048: III. Allegro.flac",Bach J.S.,"Musica Amphion, Pieter-Jan Belder",Brandenburg Concertos 1-3,"Brandenburg Concerto no. 3 in G major, BWV 1048: III. Allegro",2006,,10,,,,00:04:45,"Bach, Johann Sebastian (1685-1750)"
"./CD002 Johann Sebastian Bach - Bach Edition, I: Orchestral Works_Chamber Music (disc 2)/01 - Musica Amphion, Pieter-Jan Belder - Brandenburg Concerto no. 4 in G major, BWV 1049: I. Allegro.flac",Bach J.S.,"Musica Amphion, Pieter-Jan Belder",Brandenburg Concertos 4-6,"Brandenburg Concerto no. 4 in G major, BWV 1049: I. Allegro",2006,,1,,,,00:06:41,"Bach, Johann Sebastian (1685-1750)"
"./CD002 Johann Sebastian Bach - Bach Edition, I: Orchestral Works_Chamber Music (disc 2)/02 - Musica Amphion, Pieter-Jan Belder - Brandenburg Concerto no. 4 in G major, BWV 1049: II. Andante.flac",Bach J.S.,"Musica Amphion, Pieter-Jan Belder",Brandenburg Concertos 4-6,"Brandenburg Concerto no. 4 in G major, BWV 1049: II. Andante",2006,,2,,,,00:03:30,"Bach, Johann Sebastian (1685-1750)"
"./CD002 Johann Sebastian Bach - Bach Edition, I: Orchestral Works_Chamber Music (disc 2)/03 - Musica Amphion, Pieter-Jan Belder - Brandenburg Concerto no. 4 in G major, BWV 1049: III. Presto.flac",Bach J.S.,"Musica Amphion, Pieter-Jan Belder",Brandenburg Concertos 4-6,"Brandenburg Concerto no. 4 in G major, BWV 1049: III. Presto",2006,,3,,,,00:04:34,"Bach, Johann Sebastian (1685-1750)"
"./CD002 Johann Sebastian Bach - Bach Edition, I: Orchestral Works_Chamber Music (disc 2)/04 - Musica Amphion, Pieter-Jan Belder - Brandenburg Concerto no. 5 in D major, BWV 1050: I. Allegro.flac",Bach J.S.,"Musica Amphion, Pieter-Jan Belder",Brandenburg Concertos 4-6,"Brandenburg Concerto no. 5 in D major, BWV 1050: I. Allegro",2006,,4,,,,00:09:47,"Bach, Johann Sebastian (1685-1750)"
"./CD002 Johann Sebastian Bach - Bach Edition, I: Orchestral Works_Chamber Music (disc 2)/05 - Musica Amphion, Pieter-Jan Belder - Brandenburg Concerto no. 5 in D major, BWV 1050: II. Affetuoso.flac",Bach J.S.,"Musica Amphion, Pieter-Jan Belder",Brandenburg Concertos 4-6,"Brandenburg Concerto no. 5 in D major, BWV 1050: II. Affetuoso",2006,,5,,,,00:05:42,"Bach, Johann Sebastian (1685-1750)"
"./CD002 Johann Sebastian Bach - Bach Edition, I: Orchestral Works_Chamber Music (disc 2)/06 - Musica Amphion, Pieter-Jan Belder - Brandenburg Concerto no. 5 in D major, BWV 1050: III. Allegro.flac",Bach J.S.,"Musica Amphion, Pieter-Jan Belder",Brandenburg Concertos 4-6,"Brandenburg Concerto no. 5 in D major, BWV 1050: III. Allegro",2006,,6,,,,00:05:11,"Bach, Johann Sebastian (1685-1750)"
"./CD002 Johann Sebastian Bach - Bach Edition, I: Orchestral Works_Chamber Music (disc 2)/07 - Musica Amphion, Pieter-Jan Belder - Brandenburg Concerto no. 6 in B-flat major, BWV 1051: I. Allegro.flac",Bach J.S.,"Musica Amphion, Pieter-Jan Belder",Brandenburg Concertos 4-6,"Brandenburg Concerto no. 6 in B-flat major, BWV 1051: I. Allegro",2006,,7,,,,00:05:56,"Bach, Johann Sebastian (1685-1750)"
"./CD002 Johann Sebastian Bach - Bach Edition, I: Orchestral Works_Chamber Music (disc 2)/08 - Musica Amphion, Pieter-Jan Belder - Brandenburg Concerto no. 6 in B-flat major, BWV 1051: II. Adagio ma non troppo.flac",Bach J.S.,"Musica Amphion, Pieter-Jan Belder",Brandenburg Concertos 4-6,"Brandenburg Concerto no. 6 in B-flat major, BWV 1051: II. Adagio ma non troppo",2006,,8,,,,00:04:42,"Bach, Johann Sebastian (1685-1750)"
"./CD002 Johann Sebastian Bach - Bach Edition, I: Orchestral Works_Chamber Music (disc 2)/09 - Musica Amphion, Pieter-Jan Belder - Brandenburg Concerto no. 6 in B-flat major, BWV 1051: III. Allegro.flac",Bach J.S.,"Musica Amphion, Pieter-Jan Belder",Brandenburg Concertos 4-6,"Brandenburg Concerto no. 6 in B-flat major, BWV 1051: III. Allegro",2006,,9,,,,00:05:41,"Bach, Johann Sebastian (1685-1750)"
"./CD003 Bach J.S. - Orchestral Suites 1& 2 (BE003) [Consort of London - H. Clark, 1990]/01 - Orchestral Suite No.1 in C major, BWV1066 - I. Ouverture.flac",Bach J.S.,"Consort of London, H. Clark",Orchestral Suites 1-2,"Orchestral Suite No.1 in C major, BWV1066 - I. Ouverture",1990,,1,,,,00:06:30,"Bach, Johann Sebastian (1685-1750)"
"./CD003 Bach J.S. - Orchestral Suites 1& 2 (BE003) [Consort of London - H. Clark, 1990]/02 - II.  Courante - Orchestral Suite No.1 in C major, BWV1066.flac",Bach J.S.,"Consort of London, H. Clark",Orchestral Suites 1-2,"II.  Courante - Orchestral Suite No.1 in C major, BWV1066",1990,,2,,,,00:02:09,"Bach, Johann Sebastian (1685-1750)"
"./CD003 Bach J.S. - Orchestral Suites 1& 2 (BE003) [Consort of London - H. Clark, 1990]/03 - III. Gavotte I & II - Orchestral Suite No.1 in C major, BWV1066.flac",Bach J.S.,"Consort of London, H. Clark",Orchestral Suites 1-2,"III. Gavotte I & II - Orchestral Suite No.1 in C major, BWV1066",1990,,3,,,,00:02:55,"Bach, Johann Sebastian (1685-1750)"
"./CD003 Bach J.S. - Orchestral Suites 1& 2 (BE003) [Consort of London - H. Clark, 1990]/04 - IV.  Forlane - Orchestral Suite No.1 in C major, BWV1066.flac",Bach J.S.,"Consort of London, H. Clark",Orchestral Suites 1-2,"IV.  Forlane - Orchestral Suite No.1 in C major, BWV1066",1990,,4,,,,00:01:38,"Bach, Johann Sebastian (1685-1750)"
"./CD003 Bach J.S. - Orchestral Suites 1& 2 (BE003) [Consort of London - H. Clark, 1990]/05 - V.   Menuet I & II - Orchestral Suite No.1 in C major, BWV1066.flac",Bach J.S.,"Consort of London, H. Clark",Orchestral Suites 1-2,"V.   Menuet I & II - Orchestral Suite No.1 in C major, BWV1066",1990,,5,,,,00:02:39,"Bach, Johann Sebastian (1685-1750)"
"./CD003 Bach J.S. - Orchestral Suites 1& 2 (BE003) [Consort of London - H. Clark, 1990]/06 - VI.  Bourée I & II - Orchestral Suite No.1 in C major, BWV1066.flac",Bach J.S.,"Consort of London, H. Clark",Orchestral Suites 1-2,"VI.  Bourée I & II - Orchestral Suite No.1 in C major, BWV1066",1990,,6,,,,00:02:32,"Bach, Johann Sebastian (1685-1750)"
"./CD003 Bach J.S. - Orchestral Suites 1& 2 (BE003) [Consort of London - H. Clark, 1990]/07 - VII. Passepied I & II - Orchestral Suite No.1 in C major, BWV1066.flac",Bach J.S.,"Consort of London, H. Clark",Orchestral Suites 1-2,"VII. Passepied I & II - Orchestral Suite No.1 in C major, BWV1066",1990,,7,,,,00:02:26,"Bach, Johann Sebastian (1685-1750)"
"./CD003 Bach J.S. - Orchestral Suites 1& 2 (BE003) [Consort of London - H. Clark, 1990]/08 - Orchestral Suite No.2 in B minor, BWV1067 - I. Ouverture.flac",Bach J.S.,"Consort of London, H. Clark",Orchestral Suites 1-2,"Orchestral Suite No.2 in B minor, BWV1067 - I. Ouverture",1990,,8,,,,00:07:02,"Bach, Johann Sebastian (1685-1750)"
"./CD003 Bach J.S. - Orchestral Suites 1& 2 (BE003) [Consort of London - H. Clark, 1990]/09 - II.  Rondeau - Orchestral Suite No.2 in B minor, BWV1067.flac",Bach J.S.,"Consort of London, H. Clark",Orchestral Suites 1-2,"II.  Rondeau - Orchestral Suite No.2 in B minor, BWV1067",1990,,9,,,,00:01:40,"Bach, Johann Sebastian (1685-1750)"
"./CD003 Bach J.S. - Orchestral Suites 1& 2 (BE003) [Consort of London - H. Clark, 1990]/10 - III. Sarabande - Orchestral Suite No.2 in B minor, BWV1067.flac",Bach J.S.,"Consort of London, H. Clark",Orchestral Suites 1-2,"III. Sarabande - Orchestral Suite No.2 in B minor, BWV1067",1990,,10,,,,00:02:48,"Bach, Johann Sebastian (1685-1750)"
"./CD003 Bach J.S. - Orchestral Suites 1& 2 (BE003) [Consort of London - H. Clark, 1990]/11 - IV.  Bourée I & II - Orchestral Suite No.2 in B minor, BWV1067.flac",Bach J.S.,"Consort of London, H. Clark",Orchestral Suites 1-2,"IV.  Bourée I & II - Orchestral Suite No.2 in B minor, BWV1067",1990,,11,,,,00:01:47,"Bach, Johann Sebastian (1685-1750)"
"./CD003 Bach J.S. - Orchestral Suites 1& 2 (BE003) [Consort of London - H. Clark, 1990]/12 - V.   Polonaise - Orchestral Suite No.2 in B minor, BWV1067.flac",Bach J.S.,"Consort of London, H. Clark",Orchestral Suites 1-2,"V.   Polonaise - Orchestral Suite No.2 in B minor, BWV1067",1990,,12,,,,00:03:05,"Bach, Johann Sebastian (1685-1750)"
"./CD003 Bach J.S. - Orchestral Suites 1& 2 (BE003) [Consort of London - H. Clark, 1990]/13 - VI.  Menuet - Orchestral Suite No.2 in B minor, BWV1067.flac",Bach J.S.,"Consort of London, H. Clark",Orchestral Suites 1-2,"VI.  Menuet - Orchestral Suite No.2 in B minor, BWV1067",1990,,13,,,,00:01:12,"Bach, Johann Sebastian (1685-1750)"
"./CD003 Bach J.S. - Orchestral Suites 1& 2 (BE003) [Consort of London - H. Clark, 1990]/14 - VII. Badinerie - Orchestral Suite No.2 in B minor, BWV1067.flac",Bach J.S.,"Consort of London, H. Clark",Orchestral Suites 1-2,"VII. Badinerie - Orchestral Suite No.2 in B minor, BWV1067",1990,,14,,,,00:01:21,"Bach, Johann Sebastian (1685-1750)"
./CD004 JS Bach/Orchestral Suites 3 & 4 - JS Bach_Orchestral Suites 3 & 4/01 - JS Bach_Orchestral Suites 3 & 4 - Ouverture.flac,Bach J.S.,,Orchestral Suites 3-4,Ouverture,,,1,,,,00:07:08,"Bach, Johann Sebastian (1685-1750)"
./CD004 JS Bach/Orchestral Suites 3 & 4 - JS Bach_Orchestral Suites 3 & 4/02 - JS Bach_Orchestral Suites 3 & 4 - Air.flac,Bach J.S.,,Orchestral Suites 3-4,Air,,,2,,,,00:04:45,"Bach, Johann Sebastian (1685-1750)"
./CD004 JS Bach/Orchestral Suites 3 & 4 - JS Bach_Orchestral Suites 3 & 4/03 - JS Bach_Orchestral Suites 3 & 4 - Gavotte I & II.flac,Bach J.S.,,Orchestral Suites 3-4,Gavotte I & II,,,3,,,,00:04:27,"Bach, Johann Sebastian (1685-1750)"
./CD004 JS Bach/Orchestral Suites 3 & 4 - JS Bach_Orchestral Suites 3 & 4/04 - JS Bach_Orchestral Suites 3 & 4 - Bouree.flac,Bach J.S.,,Orchestral Suites 3-4,Bouree,,,4,,,,00:01:19,"Bach, Johann Sebastian (1685-1750)"
./CD004 JS Bach/Orchestral Suites 3 & 4 - JS Bach_Orchestral Suites 3 & 4/05 - JS Bach_Orchestral Suites 3 & 4 - Gigue.flac,Bach J.S.,,Orchestral Suites 3-4,Gigue,,,5,,,,00:03:02,"Bach, Johann Sebastian (1685-1750)"
./CD004 JS Bach/Orchestral Suites 3 & 4 - JS Bach_Orchestral Suites 3 & 4/06 - JS Bach_Orchestral Suites 3 & 4 - Ouverture.flac,Bach J.S.,,Orchestral Suites 3-4,Ouverture,,,6,,,,00:08:14,"Bach, Johann Sebastian (1685-1750)"
./CD004 JS Bach/Orchestral Suites 3 & 4 - JS Bach_Orchestral Suites 3 & 4/07 - JS Bach_Orchestral Suites 3 & 4 - Bouree I & II.flac,Bach J.S.,,Orchestral Suites 3-4,Bouree I & II,,,7,,,,00:03:18,"Bach, Johann Sebastian (1685-1750)"
./CD004 JS Bach/Orchestral Suites 3 & 4 - JS Bach_Orchestral Suites 3 & 4/08 - JS Bach_Orchestral Suites 3 & 4 - Gavotte.flac,Bach J.S.,,Orchestral Suites 3-4,Gavotte,,,8,,,,00:01:44,"Bach, Johann Sebastian (1685-1750)"
./CD004 JS Bach/Orchestral Suites 3 & 4 - JS Bach_Orchestral Suites 3 & 4/09 - JS Bach_Orchestral Suites 3 & 4 - Menuet I & II.flac,Bach J.S.,,Orchestral Suites 3-4,Menuet I & II,,,9,,,,00:03:27,"Bach, Johann Sebastian (1685-1750)"
./CD004 JS Bach/Orchestral Suites 3 & 4 - JS Bach_Orchestral Suites 3 & 4/10 - JS Bach_Orchestral Suites 3 & 4 - Rejouissance.flac,Bach J.S.,,Orchestral Suites 3-4,Rejouissance,,,10,,,,00:02:34,"Bach, Johann Sebastian (1685-1750)"
"./CD005 Sitkovetsky, English Chamber Orchestra - Bach - Complete Edition - CD005/01 - VIOLIN CONCERTO in A minor, BWV1041 - I. (Allegro).flac",Bach J.S.,"English Chamber Orchestra, Sitkovetsky",Violin and other concertos,"VIOLIN CONCERTO in A minor, BWV1041 - I. (Allegro)",1987,,1,,,,00:04:07,"Bach, Johann Sebastian (1685-1750)"
"./CD005 Sitkovetsky, English Chamber Orchestra - Bach - Complete Edition - CD005/02 - II.  Adagio.flac",Bach J.S.,"English Chamber Orchestra, Sitkovetsky",Violin and other concertos,II.  Adagio,1987,,2,,,,00:06:44,"Bach, Johann Sebastian (1685-1750)"
"./CD005 Sitkovetsky, English Chamber Orchestra - Bach - Complete Edition - CD005/03 - III. Allegro.flac",Bach J.S.,"English Chamber Orchestra, Sitkovetsky",Violin and other concertos,III. Allegro,1987,,3,,,,00:04:10,"Bach, Johann Sebastian (1685-1750)"
"./CD005 Sitkovetsky, English Chamber Orchestra - Bach - Complete Edition - CD005/04 - VIOLIN CONCERTO in E major, BWV1042 - I. Allegro.flac",Bach J.S.,"English Chamber Orchestra, Sitkovetsky",Violin and other concertos,"VIOLIN CONCERTO in E major, BWV1042 - I. Allegro",1987,,4,,,,00:07:49,"Bach, Johann Sebastian (1685-1750)"
"./CD005 Sitkovetsky, English Chamber Orchestra - Bach - Complete Edition - CD005/05 - II.  Adagio.flac",Bach J.S.,"English Chamber Orchestra, Sitkovetsky",Violin and other concertos,II.  Adagio,1987,,5,,,,00:06:59,"Bach, Johann Sebastian (1685-1750)"
"./CD005 Sitkovetsky, English Chamber Orchestra - Bach - Complete Edition - CD005/06 - III. Allegro assai.flac",Bach J.S.,"English Chamber Orchestra, Sitkovetsky",Violin and other concertos,III. Allegro assai,1987,,6,,,,00:03:11,"Bach, Johann Sebastian (1685-1750)"
"./CD005 Sitkovetsky, English Chamber Orchestra - Bach - Complete Edition - CD005/07 - CONCERTO FOR TWO VIOLINS in D minor, BWV1043 - I. Allegro.flac",Bach J.S.,"English Chamber Orchestra, Sitkovetsky",Violin and other concertos,"CONCERTO FOR TWO VIOLINS in D minor, BWV1043 - I. Allegro",1987,,7,,,,00:04:05,"Bach, Johann Sebastian (1685-1750)"
"./CD005 Sitkovetsky, English Chamber Orchestra - Bach - Complete Edition - CD005/08 - II.  Largo ma non tanto.flac",Bach J.S.,"English Chamber Orchestra, Sitkovetsky",Violin and other concertos,II.  Largo ma non tanto,1987,,8,,,,00:07:14,"Bach, Johann Sebastian (1685-1750)"
"./CD005 Sitkovetsky, English Chamber Orchestra - Bach - Complete Edition - CD005/09 - III. Presto.flac",Bach J.S.,"English Chamber Orchestra, Sitkovetsky",Violin and other concertos,III. Presto,1987,,9,,,,00:05:21,"Bach, Johann Sebastian (1685-1750)"
"./CD005 Sitkovetsky, English Chamber Orchestra - Bach - Complete Edition - CD005/10 - CONCERTO FOR OBOE & VIOLIN in C minor, BWV1060 - I. Allegro.flac",Bach J.S.,"English Chamber Orchestra, Sitkovetsky",Violin and other concertos,"CONCERTO FOR OBOE & VIOLIN in C minor, BWV1060 - I. Allegro",1987,,10,,,,00:05:22,"Bach, Johann Sebastian (1685-1750)"
"./CD005 Sitkovetsky, English Chamber Orchestra - Bach - Complete Edition - CD005/11 - II.  Adagio.flac",Bach J.S.,"English Chamber Orchestra, Sitkovetsky",Violin and other concertos,II.  Adagio,1987,,11,,,,00:06:06,"Bach, Johann Sebastian (1685-1750)"
"./CD005 Sitkovetsky, English Chamber Orchestra - Bach - Complete Edition - CD005/12 - III. Allegro.flac",Bach J.S.,"English Chamber Orchestra, Sitkovetsky",Violin and other concertos,III. Allegro,1987,,12,,,,00:03:59,"Bach, Johann Sebastian (1685-1750)"
"./CD006 Bach, J.S. - Harpsichord Concertos BWV1052-1055 (BE006) [Christine Schornsheim, Neues Bachisches Collegium Musicum- B. Glaetzner, 1990]/01 - Harpsichord Concerto in d-moll, BWV 1052 - I. Allegro.flac",Bach J.S.,"Christine Schornsheim, Neues Bachisches Collegium Musicum- B. Glaetzner",Harpsichord Concertos disc 1,"Harpsichord Concerto in d-moll, BWV 1052 - I. Allegro",1990,,1,,,,00:07:48,"Bach, Johann Sebastian (1685-1750)"
"./CD006 Bach, J.S. - Harpsichord Concertos BWV1052-1055 (BE006) [Christine Schornsheim, Neues Bachisches Collegium Musicum- B. Glaetzner, 1990]/02 - II. Adagio - Harpsichord Concerto in d-moll, BWV 1052.flac",Bach J.S.,"Christine Schornsheim, Neues Bachisches Collegium Musicum- B. Glaetzner",Harpsichord Concertos disc 1,"II. Adagio - Harpsichord Concerto in d-moll, BWV 1052",1990,,2,,,,00:05:41,"Bach, Johann Sebastian (1685-1750)"
"./CD006 Bach, J.S. - Harpsichord Concertos BWV1052-1055 (BE006) [Christine Schornsheim, Neues Bachisches Collegium Musicum- B. Glaetzner, 1990]/03 - III. Allegro - Harpsichord Concerto in d-moll, BWV 1052.flac",Bach J.S.,"Christine Schornsheim, Neues Bachisches Collegium Musicum- B. Glaetzner",Harpsichord Concertos disc 1,"III. Allegro - Harpsichord Concerto in d-moll, BWV 1052",1990,,3,,,,00:08:03,"Bach, Johann Sebastian (1685-1750)"
"./CD006 Bach, J.S. - Harpsichord Concertos BWV1052-1055 (BE006) [Christine Schornsheim, Neues Bachisches Collegium Musicum- B. Glaetzner, 1990]/04 - Harpsichord Concerto in E-Dur, BWV 1053 - I. [ohneTempobezeichnung].flac",Bach J.S.,"Christine Schornsheim, Neues Bachisches Collegium Musicum- B. Glaetzner",Harpsichord Concertos disc 1,"Harpsichord Concerto in E-Dur, BWV 1053 - I. [ohneTempobezeichnung]",1990,,4,,,,00:08:07,"Bach, Johann Sebastian (1685-1750)"
"./CD006 Bach, J.S. - Harpsichord Concertos BWV1052-1055 (BE006) [Christine Schornsheim, Neues Bachisches Collegium Musicum- B. Glaetzner, 1990]/05 - II. Siciliano - Harpsichord Concerto in E-Dur, BWV 1053.flac",Bach J.S.,"Christine Schornsheim, Neues Bachisches Collegium Musicum- B. Glaetzner",Harpsichord Concertos disc 1,"II. Siciliano - Harpsichord Concerto in E-Dur, BWV 1053",1990,,5,,,,00:04:30,"Bach, Johann Sebastian (1685-1750)"
"./CD006 Bach, J.S. - Harpsichord Concertos BWV1052-1055 (BE006) [Christine Schornsheim, Neues Bachisches Collegium Musicum- B. Glaetzner, 1990]/06 - III. Allegro - Harpsichord Concerto in E-Dur, BWV 1053.flac",Bach J.S.,"Christine Schornsheim, Neues Bachisches Collegium Musicum- B. Glaetzner",Harpsichord Concertos disc 1,"III. Allegro - Harpsichord Concerto in E-Dur, BWV 1053",1990,,6,,,,00:06:31,"Bach, Johann Sebastian (1685-1750)"
"./CD006 Bach, J.S. - Harpsichord Concertos BWV1052-1055 (BE006) [Christine Schornsheim, Neues Bachisches Collegium Musicum- B. Glaetzner, 1990]/07 - Harpsichord Concerto in D-Dur, BWV 1054 - I. [ohneTempobezeichnung].flac",Bach J.S.,"Christine Schornsheim, Neues Bachisches Collegium Musicum- B. Glaetzner",Harpsichord Concertos disc 1,"Harpsichord Concerto in D-Dur, BWV 1054 - I. [ohneTempobezeichnung]",1990,,7,,,,00:07:49,"Bach, Johann Sebastian (1685-1750)"
"./CD006 Bach, J.S. - Harpsichord Concertos BWV1052-1055 (BE006) [Christine Schornsheim, Neues Bachisches Collegium Musicum- B. Glaetzner, 1990]/08 - II. Adagio e Piano Sempre - Harpsichord Concerto in D-Dur, BWV 1054.flac",Bach J.S.,"Christine Schornsheim, Neues Bachisches Collegium Musicum- B. Glaetzner",Harpsichord Concertos disc 1,"II. Adagio e Piano Sempre - Harpsichord Concerto in D-Dur, BWV 1054",1990,,8,,,,00:05:12,"Bach, Johann Sebastian (1685-1750)"
"./CD006 Bach, J.S. - Harpsichord Concertos BWV1052-1055 (BE006) [Christine Schornsheim, Neues Bachisches Collegium Musicum- B. Glaetzner, 1990]/09 - III. Allegro - Harpsichord Concerto in D-Dur, BWV 1054.flac",Bach J.S.,"Christine Schornsheim, Neues Bachisches Collegium Musicum- B. Glaetzner",Harpsichord Concertos disc 1,"III. Allegro - Harpsichord Concerto in D-Dur, BWV 1054",1990,,9,,,,00:02:51,"Bach, Johann Sebastian (1685-1750)"
"./CD006 Bach, J.S. - Harpsichord Concertos BWV1052-1055 (BE006) [Christine Schornsheim, Neues Bachisches Collegium Musicum- B. Glaetzner, 1990]/10 - Harpsichord Concerto in -Dur, BWV 1055 - I. Allegro.flac",Bach J.S.,"Christine Schornsheim, Neues Bachisches Collegium Musicum- B. Glaetzner",Harpsichord Concertos disc 1,"Harpsichord Concerto in -Dur, BWV 1055 - I. Allegro",1990,,10,,,,00:04:26,"Bach, Johann Sebastian (1685-1750)"
"./CD006 Bach, J.S. - Harpsichord Concertos BWV1052-1055 (BE006) [Christine Schornsheim, Neues Bachisches Collegium Musicum- B. Glaetzner, 1990]/11 - II. Larghetto - Harpsichord Concerto in -Dur, BWV 1055.flac",Bach J.S.,"Christine Schornsheim, Neues Bachisches Collegium Musicum- B. Glaetzner",Harpsichord Concertos disc 1,"II. Larghetto - Harpsichord Concerto in -Dur, BWV 1055",1990,,11,,,,00:05:30,"Bach, Johann Sebastian (1685-1750)"
"./CD006 Bach, J.S. - Harpsichord Concertos BWV1052-1055 (BE006) [Christine Schornsheim, Neues Bachisches Collegium Musicum- B. Glaetzner, 1990]/12 - III. Allegro na non tanto - Harpsichord Concerto in -Dur, BWV 1055.flac",Bach J.S.,"Christine Schornsheim, Neues Bachisches Collegium Musicum- B. Glaetzner",Harpsichord Concertos disc 1,"III. Allegro na non tanto - Harpsichord Concerto in -Dur, BWV 1055",1990,,12,,,,00:04:11,"Bach, Johann Sebastian (1685-1750)"
"./CD007 Christine Schornsheim - Complete Harpsichord Concertos/01 - Concerto in f-moll, BWV 1056 - I. [ohne Tempobezeichnung].flac",Bach J.S.,"Christine Schornsheim, Neues Bachisches Collegium Musicum- B. Glaetzner",Harpsichord Concertos disc 2,"Concerto in f-moll, BWV 1056 - I. [ohne Tempobezeichnung]",2012,,1,,,,00:04:27,"Bach, Johann Sebastian (1685-1750)"
"./CD007 Christine Schornsheim - Complete Harpsichord Concertos/02 - Concerto in f-moll,  BWV 1056 - II. Largo.flac",Bach J.S.,"Christine Schornsheim, Neues Bachisches Collegium Musicum- B. Glaetzner",Harpsichord Concertos disc 2,"Concerto in f-moll,  BWV 1056 - II. Largo",2012,,2,,,,00:02:27,"Bach, Johann Sebastian (1685-1750)"
"./CD007 Christine Schornsheim - Complete Harpsichord Concertos/03 - Concerto in f-moll,  BWV 1056 - III. Presto.flac",Bach J.S.,"Christine Schornsheim, Neues Bachisches Collegium Musicum- B. Glaetzner",Harpsichord Concertos disc 2,"Concerto in f-moll,  BWV 1056 - III. Presto",2012,,3,,,,00:03:32,"Bach, Johann Sebastian (1685-1750)"
